Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2006-10-02,75.1,75.87,74.3,74.86,25451400.0,0.0,1.0,9.6513967175567,9.7503524495477,9.5485855674363,9.6205533725206,178159800.0
2006-10-03,74.45,74.95,73.19,74.07,28239600.0,0.0,1.0,9.5678626580839,9.6321196269092,9.4059350966442,9.5190273617767,197677200.0
2006-10-04,74.1,75.462,73.16,75.38,29610100.0,0.0,1.0,9.5228827799062,9.6979187629862,9.4020796785147,9.6873806200989,207270700.0
2006-10-05,74.53,76.16,74.13,74.83,24424400.0,0.0,1.0,9.5781437730959,9.7876214914663,9.5267381980357,9.6166979543911,170970800.0
2006-10-06,74.42,75.04,73.81,74.22,16677100.0,0.0,1.0,9.5640072399544,9.6436858812977,9.4856137379875,9.5383044524242,116739700.0
2006-10-09,73.8,75.08,73.53,74.63,15650800.0,0.0,1.0,9.484328598611,9.6488264388037,9.4496298354454,9.590995166861,109555600.0
2006-10-10,74.54,74.58,73.08,73.81,18985300.0,0.0,1.0,9.5794289124724,9.5845694699784,9.3917985635026,9.4856137379875,132897100.0
2006-10-11,73.42,73.98,72.6,73.23,20423400.0,0.0,1.0,9.4354933023038,9.5074611073881,9.3301118734303,9.4110756541502,142963800.0
2006-10-12,73.61,75.39,73.6,75.26,21173400.0,0.0,1.0,9.4599109504574,9.6886657594754,9.4586258110809,9.6719589475808,148213800.0
2006-10-13,75.63,76.88,74.74,75.02,24435600.0,0.0,1.0,9.7195091045115,9.8801515265747,9.6051317000025,9.6411156025447,171049200.0
2006-10-16,75.19,75.88,74.789,75.4,18167600.0,0.0,1.0,9.6629629719453,9.7516375889242,9.6114288829474,9.6899508988519,127173200.0
2006-10-17,75.04,75.27,74.04,74.29,17175900.0,0.0,1.0,9.6436858812977,9.6732440869573,9.5151719436471,9.5473004280598,120231300.0
2006-10-18,74.75,78.59,73.91,74.53,40496700.0,0.0,1.0,9.606416839379,10.099910359957,9.4984651317526,9.5781437730959,283476900.0
2006-10-19,79.26,79.95,78.16,78.99,54034900.0,0.0,1.0,10.186014698183,10.274689315162,10.044649366767,10.151315935017,378244300.0
2006-10-20,78.97,79.99,78.67,79.95,22836200.0,0.0,1.0,10.148745656264,10.279829872668,10.110191474969,10.274689315162,159853400.0
2006-10-23,79.99,81.9,79.75,81.46,29732400.0,0.0,1.0,10.279829872668,10.525291493581,10.248986527632,10.468745361014,208126800.0
2006-10-24,81.21,81.68,80.2,81.05,16543300.0,0.0,1.0,10.436616876602,10.497018427297,10.306817799575,10.416054646578,115803100.0
2006-10-25,81.35,82.0,81.01,81.68,17329100.0,0.0,1.0,10.454608827873,10.538142887346,10.410914089072,10.497018427297,121303700.0
2006-10-26,81.9,82.6,81.13,82.19,15455600.0,0.0,1.0,10.525291493581,10.615251249936,10.42633576159,10.562560535499,108189200.0
2006-10-27,81.75,82.45,80.01,80.41,21248800.0,0.0,1.0,10.506014402933,10.595974159288,10.282400151421,10.333805726481,148741600.0
2006-10-30,79.985,80.9,79.5,80.42,17854200.0,0.0,1.0,10.27918730298,10.39677755593,10.216858043219,10.335090865858,124979400.0
2006-10-31,81.45,81.68,80.23,81.08,17909800.0,0.0,1.0,10.467460221638,10.497018427297,10.310673217704,10.419910064707,125368600.0
2006-11-01,81.1,81.38,78.36,79.16,21828300.0,0.0,1.0,10.42248034346,10.458464246002,10.070352154298,10.173163304418,152798100.0
2006-11-02,78.915,79.32,78.5,78.98,16624400.0,0.0,1.0,10.141677389694,10.193725534442,10.088344105569,10.150030795641,116370800.0
2006-11-03,79.36,79.53,77.79,78.29,15424600.0,0.0,1.0,10.198866091948,10.220713461349,9.9970992098367,10.061356178662,107972200.0
2006-11-06,78.95,80.06,78.43,79.71,15520600.0,0.0,1.0,10.146175377511,10.288825848303,10.079348129933,10.243845970126,108644200.0
2006-11-07,80.45,81.0,80.13,80.51,18783300.0,0.0,1.0,10.338946283987,10.409628949695,10.297821823939,10.346657120246,131483100.0
2006-11-08,80.02,82.69,79.89,82.45,24675600.0,0.0,1.0,10.283685290797,10.626817504324,10.266978478903,10.595974159288,172729200.0
2006-11-09,82.9,84.69,82.12,83.34,32966200.0,0.0,1.0,10.653805431231,10.883845379626,10.553564559864,10.710351563797,230763400.0
2006-11-10,83.55,83.6,82.5,83.12,13352300.0,0.0,1.0,10.737339490704,10.743765187586,10.602399856171,10.682078497514,93466100.0
2006-11-13,83.22,84.45,82.64,84.35,16095500.0,0.0,1.0,10.694929891279,10.853002034589,10.620391807442,10.840150640824,112668500.0
2006-11-14,84.8,85.0,83.9,85.0,21034100.0,0.0,1.0,10.897981912767,10.923684700297,10.782319368882,10.923684700297,147238700.0
2006-11-15,85.05,85.9,84.0,84.05,23404400.0,0.0,1.0,10.93011039718,11.039347244183,10.795170762647,10.801596459529,163830800.0
2006-11-16,84.87,86.3,84.62,85.61,24783600.0,0.0,1.0,10.906977888403,11.090752819243,10.87484940399,11.002078202264,173485200.0
2006-11-17,85.145,85.94,85.0,85.85,16658000.0,0.0,1.0,10.942319221257,11.044487801689,10.923684700297,11.0329215473,116606000.0
2006-11-20,85.4,87.0,85.2,86.47,20385500.0,0.0,1.0,10.975090275357,11.180712575598,10.949387487827,11.112600188644,142698500.0
2006-11-21,87.42,88.6,87.11,88.6,22238100.0,0.0,1.0,11.234688429412,11.386334875839,11.19484910874,11.386334875839,155666700.0
2006-11-22,88.99,90.75,87.85,90.31,23997900.0,0.0,1.0,11.436455311523,11.662639841788,11.289949422601,11.606093709222,167985300.0
2006-11-24,89.53,93.08,89.5,91.63,18524200.0,0.0,1.0,11.505852837854,11.962077316514,11.501997419725,11.77573210692,129669400.0
2006-11-27,92.51,93.159,89.5,89.54,38387000.0,0.0,1.0,11.888824372053,11.972229917588,11.501997419725,11.507137977231,268709000.0
2006-11-28,90.36,91.97,89.91,91.81,37006200.0,0.0,1.0,11.612519406104,11.819426845722,11.554688134161,11.798864615698,259043400.0
2006-11-29,93.0,93.15,90.25,91.8,41324400.0,0.0,1.0,11.951796201502,11.971073292149,11.598382872963,11.797579476321,289270800.0
2006-11-30,92.215,92.68,91.06,91.66,31088800.0,0.0,1.0,11.850912760446,11.910671741454,11.70247916246,11.77958752505,217621600.0
2006-12-01,91.8,92.33,90.1,91.32,28395700.0,0.0,1.0,11.797579476321,11.865691863276,11.579105782315,11.735892786249,198769900.0
2006-12-04,91.88,92.05,90.5,91.12,25340600.0,0.0,1.0,11.807860591333,11.829707960734,11.630511357375,11.710189998719,177384200.0
2006-12-05,91.655,92.33,90.87,91.27,23672800.0,0.0,1.0,11.778944955362,11.865691863276,11.678061514306,11.729467089366,165709600.0
2006-12-06,90.645,91.39,89.67,89.83,22792300.0,0.0,1.0,11.649145878335,11.744888761884,11.523844789125,11.544407019149,159546100.0
2006-12-07,90.025,90.5,86.9,87.04,35886700.0,0.0,1.0,11.569467236991,11.630511357375,11.167861181833,11.185853133104,251206900.0
2006-12-08,87.23,89.39,87.0,88.26,28009900.0,0.0,1.0,11.210270781258,11.487860886583,11.180712575598,11.342640137038,196069300.0
2006-12-11,88.9,89.3,88.05,88.75,17849300.0,0.0,1.0,11.424889057134,11.476294632195,11.315652210131,11.405611966487,124945100.0
2006-12-12,88.61,88.84,85.53,86.14,36665000.0,0.0,1.0,11.387620015216,11.417178220875,10.991797087252,11.070190589219,256655000.0
2006-12-13,87.95,89.07,87.15,89.05,30609000.0,0.0,1.0,11.302800816366,11.446736426535,11.199989666246,11.444166147782,214263000.0
2006-12-14,89.05,90.0,88.26,88.55,29726100.0,0.0,1.0,11.444166147782,11.56625438855,11.342640137038,11.379909178957,208082700.0
2006-12-15,89.02,89.22,87.33,87.72,26426400.0,0.0,1.0,11.440310729652,11.466013517183,11.223122175023,11.273242610707,184984800.0
2006-12-18,87.625,88.0,84.59,85.47,25770600.0,0.0,1.0,11.26103378663,11.309226513249,10.870993985861,10.984086250993,180394200.0
2006-12-19,84.73,86.68,83.62,86.31,32550200.0,0.0,1.0,10.888985937132,11.13958811555,10.746335466339,11.092037958619,227851400.0
2006-12-20,86.47,86.67,84.74,84.76,20274700.0,0.0,1.0,11.112600188644,11.138302976174,10.890271076508,10.892841355261,141922900.0
2006-12-21,84.6956,85.48,82.2,82.9,32271400.0,0.0,1.0,10.884565057676,10.98537139037,10.563845674876,10.653805431231,225899800.0
2006-12-22,83.46,84.0391,81.6,82.2,21903700.0,0.0,1.0,10.725773236315,10.800195657609,10.486737312285,10.563845674876,153325900.0
2006-12-26,82.15,82.57,80.89,81.51,17524600.0,0.0,1.0,10.557419977993,10.611395831806,10.395492416553,10.475171057897,122672200.0
2006-12-27,78.15,82.0,76.77,81.52,69134100.0,0.0,1.0,10.043364227391,10.538142887346,9.8660149934332,10.476456197273,483938700.0
2006-12-28,80.22,81.25,79.65,80.87,39995600.0,0.0,1.0,10.309388078328,10.441757434108,10.236135133867,10.3929221378,279969200.0
2006-12-29,83.95,85.4,83.36,84.84,38443900.0,0.0,1.0,10.788745065764,10.975090275357,10.71292184255,10.903122470273,269107300.0
2007-01-03,86.29,86.58,81.9,83.8,44225700.0,0.0,1.0,11.089467679866,11.126736721785,10.525291493581,10.769467975117,309579900.0
2007-01-04,84.05,85.95,83.82,85.66,30259300.0,0.0,1.0,10.801596459529,11.045772941065,10.77203825387,11.008503899147,211815100.0
